2024-09-04 19:06:55,740 INFO    StreamThr :62990 [internal.py:wandb_internal():85] W&B internal server running at pid: 62990, started at: 2024-09-04 19:06:55.739855
2024-09-04 19:06:55,740 DEBUG   HandlerThread:62990 [handler.py:handle_request():158] handle_request: status
2024-09-04 19:06:55,742 INFO    WriterThread:62990 [datastore.py:open_for_write():87] open: /Users/paul-henri/Documents/QS/dataspeech/notebooks/local/wandb/run-20240904_190655-z9629zaq/run-z9629zaq.wandb
2024-09-04 19:06:55,743 DEBUG   SenderThread:62990 [sender.py:send():391] send: header
2024-09-04 19:06:55,761 DEBUG   SenderThread:62990 [sender.py:send():391] send: run
2024-09-04 19:06:56,097 INFO    SenderThread:62990 [dir_watcher.py:__init__():211] watching files in: /Users/paul-henri/Documents/QS/dataspeech/notebooks/local/wandb/run-20240904_190655-z9629zaq/files
2024-09-04 19:06:56,097 INFO    SenderThread:62990 [sender.py:_start_run_threads():1200] run started: z9629zaq with start time 1725469615.739015
2024-09-04 19:06:56,111 DEBUG   HandlerThread:62990 [handler.py:handle_request():158] handle_request: run_start
2024-09-04 19:06:56,118 DEBUG   HandlerThread:62990 [system_info.py:__init__():26] System info init
2024-09-04 19:06:56,118 DEBUG   HandlerThread:62990 [system_info.py:__init__():41] System info init done
2024-09-04 19:06:56,118 INFO    HandlerThread:62990 [system_monitor.py:start():194] Starting system monitor
2024-09-04 19:06:56,118 INFO    SystemMonitor:62990 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-04 19:06:56,119 INFO    HandlerThread:62990 [system_monitor.py:probe():214] Collecting system info
2024-09-04 19:06:56,121 INFO    SystemMonitor:62990 [interfaces.py:start():188] Started cpu monitoring
2024-09-04 19:06:56,122 INFO    SystemMonitor:62990 [interfaces.py:start():188] Started disk monitoring
2024-09-04 19:06:56,123 INFO    SystemMonitor:62990 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-04 19:06:56,125 INFO    SystemMonitor:62990 [interfaces.py:start():188] Started memory monitoring
2024-09-04 19:06:56,126 INFO    SystemMonitor:62990 [interfaces.py:start():188] Started network monitoring
2024-09-04 19:06:56,528 DEBUG   HandlerThread:62990 [system_info.py:probe():152] Probing system
2024-09-04 19:06:56,531 DEBUG   HandlerThread:62990 [system_info.py:_probe_git():137] Probing git
2024-09-04 19:06:56,541 DEBUG   HandlerThread:62990 [system_info.py:_probe_git():145] Probing git done
2024-09-04 19:06:56,541 DEBUG   HandlerThread:62990 [system_info.py:probe():200] Probing system done
2024-09-04 19:06:56,541 DEBUG   HandlerThread:62990 [system_monitor.py:probe():223] {'os': 'macOS-14.3-arm64-arm-64bit', 'python': '3.12.5', 'heartbeatAt': '2024-09-04T17:06:56.528913', 'startedAt': '2024-09-04T17:06:55.731206', 'docker': None, 'cuda': None, 'args': ('--model_name_or_path', 'parler-tts/parler_tts_mini_v0.1', '--feature_extractor_name', 'parler-tts/dac_44khZ_8kbps', '--description_tokenizer_name', 'parler-tts/parler_tts_mini_v0.1', '--prompt_tokenizer_name', 'parler-tts/parler_tts_mini_v0.1', '--train_dataset_name', 'PHBJT/mls_french_sorted', '--train_metadata_dataset_name', 'PHBJT/mls_french_tagged_generated_sorted', '--train_dataset_config_name', 'default', '--train_split_name', 'train', '--eval_dataset_name', 'PHBJT/mls_french_sorted', '--eval_metadata_dataset_name', 'PHBJT/mls_french_tagged_generated_sorted', '--eval_dataset_config_name', 'default', '--eval_split_name', 'test', '--target_audio_column_name', 'audio', '--description_column_name', 'text_description', '--prompt_column_name', 'text', '--max_duration_in_seconds', '20', '--min_duration_in_seconds', '2.0', '--max_text_length', '400', '--preprocessing_num_workers', '2', '--audio_encoder_per_device_batch_size', '10', '--dtype', 'float32', '--seed', '456', '--output_dir', './output_dir_preprocessing/', '--temporary_save_to_disk', './audio_code_tmp/', '--save_to_disk', './preprocessed_dataset/', '--dataloader_num_workers', '2', '--preprocessing_only', '--wandb_api_key', 'c7f8305aef0a0eb4857def659a094467e7290144'), 'state': 'running', 'program': '/Users/paul-henri/Documents/QS/parler-tts/training/run_parler_tts_training.py', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Paul-HenriBJT/dataspeech.git', 'commit': '80840aafc7edcd54d321409bbc8cebdcb6d0320f'}, 'email': None, 'root': '/Users/paul-henri/Documents/QS/dataspeech', 'host': 'Paul-Henris-MBP', 'username': 'paul-henri', 'executable': '/Users/paul-henri/Documents/QS/dataspeech/env_dataspeech/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 926.3517189025879, 'used': 13.41897201538086}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-09-04 19:06:56,541 INFO    HandlerThread:62990 [system_monitor.py:probe():224] Finished collecting system info
